7261,Trojan Eddie,8083,12,0531,2023-02-04,4,unavailable
8270,Porgy and Bess,7018,47,0021,2023-04-11,4,available
2633,"Candidate, The",0610,86,5032,2023-08-09,4,unavailable
2974,Cet amour-là,0205,64,6164,2023-08-17,3,unavailable
9522,Phantom of the Paradise,7385,80,9813,2022-12-17,2,in stock
6059,"Firm, The",9117,93,8070,2023-06-22,9,out of stock
4043,Retroactive,2317,54,5668,2023-09-21,3,available
7854,"Comebacks, The",6201,75,2561,2023-07-22,2,out of stock
6005,Maid in Manhattan,4939,45,1767,2023-05-16,8,in stock
1860,"Bottom of the Sea, The (El fondo del mar)",9861,02,0088,2022-12-04,6,unavailable
4042,Gimme Shelter,1812,34,5882,2023-01-22,6,out of stock
4110,Paradise Lost: The Child Murders at Robin Hood Hills,3041,32,1081,2023-04-29,4,out of stock
3702,Foreign Letters,6858,90,3785,2023-05-12,6,unavailable
3960,Scenes From a Marriage (Scener ur ett äktenskap),3158,99,1624,2023-06-17,3,out of stock
2379,Walkabout,0378,30,6861,2023-03-31,0,unavailable
5524,The Harmony Game,6914,82,9709,2023-06-10,7,available
0153,"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A)",3417,07,3265,2023-08-16,0,in stock
5129,Away We Go,8035,69,6037,2023-06-18,0,available
7682,On Earth as It Is in Heaven (Así en el cielo como en la tierra),6760,07,8006,2023-02-25,3,out of stock
6415,Stardust Memories,1200,33,0517,2023-03-28,8,unavailable
3692,Chinese Take-Out (Chinese Take-Away) (Un cuento chino),6584,85,1435,2022-10-06,0,available
4462,"Mother's Courage: Talking Back to Autism, A",9666,40,2412,2023-07-07,3,out of stock
6033,"Deux mondes, Les",0314,64,4477,2022-11-02,0,out of stock
2682,PCU,4274,75,3261,2023-03-20,9,in stock
4759,Carol Channing: Larger Than Life,5571,97,5229,2023-01-18,5,unavailable
1402,"Good Night to Die, A",1924,83,5878,2023-09-06,8,available
4592,Cadillac Records,0978,18,2261,2022-12-09,1,out of stock
0593,"Loss of Sexual Innocence, The",3636,27,1070,2022-10-16,7,unavailable
2240,Aningaaq,8655,04,3789,2023-01-07,8,out of stock
8994,Blade on the Feather (Deep Cover),1466,06,6538,2023-04-19,9,available
6995,Fitzcarraldo,9056,05,1239,2023-01-24,3,in stock
7968,Come Live with Me,7454,15,7625,2023-05-08,3,in stock
3365,Dr. Crippen,7256,84,7949,2022-12-16,1,unavailable
0877,"Fighting Temptations, The",7629,84,6019,2023-05-10,3,available
6671,Commandments,9810,51,3290,2023-07-05,5,available
0365,Dr. Otto and the Riddle of the Gloom Beam,2243,35,5741,2023-07-20,4,in stock
6589,Jesse Stone: Night Passage,2688,51,6946,2023-04-22,5,available
2034,"A-Team, The",4006,76,8166,2023-08-05,3,available
8438,Chicken Run,2723,91,1657,2023-04-09,1,out of stock
7088,Love and Sex under Nazi Occupation (Amour et sexe sous l'occupation) ,7209,85,6153,2023-09-30,2,out of stock
7782,Girl Crazy,4687,82,2505,2023-04-06,9,unavailable
2733,Speed,5799,55,5502,2022-11-22,1,available
2589,Elsewhere,3602,52,7105,2022-10-25,3,out of stock
2499,Nightbreed,6589,54,2851,2022-11-20,9,available
6631,"Boxtrolls, The",6105,74,4257,2023-06-13,8,out of stock
6558,First Monday in October,2417,97,2551,2023-08-23,4,available
6584,Three Men and a Cradle (3 hommes et un couffin),0120,31,1264,2022-12-25,5,out of stock
3091,Manslaughter,0936,51,2289,2023-09-03,3,available
0054,Unstoppable,1131,93,8318,2023-08-26,4,unavailable
2326,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The)",0390,41,1546,2023-06-23,0,available
9423,Blood on the Sun,8364,81,3091,2022-12-17,0,out of stock
0471,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),5892,32,5843,2023-06-03,5,out of stock
1207,Wild River,9009,97,3049,2022-11-25,2,in stock
3677,Local Color,0090,34,2088,2022-10-27,1,out of stock
4136,Crippled Masters (Tian can di que),0817,14,3228,2023-06-02,4,out of stock
8719,Napoleon and Samantha,7256,87,3567,2023-08-11,2,unavailable
0746,"Crystal Ball, The",3655,20,8719,2022-11-19,5,in stock
9102,"Brice Man, The (Brice de Nice)",3144,41,1201,2023-05-15,6,in stock
7203,"Vanquished, The (I vinti)",9406,61,6253,2023-06-23,9,out of stock
6390,They Live by Night,5058,97,4572,2023-05-01,1,in stock
4899,Wishful Thinking,4325,22,7242,2023-01-22,1,out of stock
9492,Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru),2834,08,0980,2023-04-22,9,in stock
4542,Melancholia,7485,30,5474,2023-05-13,0,in stock
6125,The Grump,2036,18,3154,2022-12-12,3,out of stock
5925,And So It Goes,0254,12,8289,2023-05-03,0,in stock
2441,Paz!,0250,76,7723,2022-12-18,9,available
8382,"Rocker, The",2698,97,3935,2023-04-19,7,in stock
9683,Frankie and Johnny,5524,23,4005,2023-10-03,7,available
8372,Wicked Blood,3867,03,0189,2023-08-15,2,available
5214,Adventures of Captain Marvel,6657,70,4043,2023-09-19,4,in stock
9834,Tideland,9209,83,8937,2023-04-21,9,unavailable
9549,"Hound of the Baskervilles, The",6724,91,3426,2023-03-02,6,available
0382,"Rainmaker, The",3511,73,4978,2022-10-28,1,in stock
3510,The Oscar,0406,32,2963,2023-02-12,9,out of stock
5557,Killer Movie,7825,03,2705,2023-05-31,1,in stock
2461,Vinyan,9674,61,7062,2023-06-26,9,out of stock
0725,Shadow of the Thin Man,8981,12,4769,2023-09-20,8,unavailable
6462,Not Another Not Another Movie,5847,71,6577,2023-04-27,0,in stock
7959,Pursuit to Algiers,4649,87,2750,2023-04-21,2,out of stock
1894,Tango Kabaree,2562,21,9788,2023-09-21,0,in stock
9771,Ride in the Whirlwind,5132,27,7490,2023-07-02,5,unavailable
7602,Mercy,0463,50,8802,2023-07-25,2,available
2752,Spinout,9195,37,9537,2023-08-06,2,unavailable
3448,"Player's Club, The",9180,40,0228,2022-11-22,1,available
2707,LEGO Batman: The Movie - DC Heroes Unite,0098,31,0021,2023-02-08,3,available
2781,Inglorious Bastards (Quel maledetto treno blindato),7070,58,0170,2022-10-17,6,unavailable
1860,Heat and Dust,7766,47,8922,2023-06-28,2,unavailable
4939,"My Son, My Son, What Have Ye Done",1829,60,0301,2023-04-06,5,available
0827,Lovely & Amazing,0567,63,1518,2023-05-23,0,in stock
1315,Wild Geese II,0680,40,2650,2022-10-27,1,unavailable
9493,Into the West,0823,97,7015,2023-02-23,4,in stock
4361,"Newest Pledge, The",4374,76,0924,2023-06-27,5,out of stock
9947,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le)",8976,71,5330,2023-07-16,7,unavailable
0784,Steamboat Willie,0514,88,2171,2023-05-29,1,in stock
4924,"Gate II: Trespassers, The",8672,07,3149,2023-01-27,1,unavailable
8060,"Streetcar Named Desire, A",2452,31,4765,2022-11-11,8,out of stock
4718,Mirage,3407,66,5120,2023-08-19,6,in stock
9640,Kramer vs. Kramer,4403,07,1757,2023-02-20,9,unavailable
0882,Oldboy,2801,57,7155,2023-07-06,9,in stock
0329,Hangmen Also Die,0963,01,6691,2023-06-30,0,unavailable
4354,Shanghai Calling,4887,41,3290,2023-09-26,6,out of stock
8628,Bye-Bye Bin Laden,2363,64,4005,2023-01-08,3,in stock
0129,"Liability, The",1907,78,4441,2023-06-21,3,out of stock
0320,In My Skin (Dans ma Peau),2669,98,9253,2023-01-14,1,in stock
8864,Sex in Chains (Geschlecht in Fesseln),5470,81,1683,2023-02-13,8,out of stock
9489,Tenderness,3364,13,9523,2023-01-24,3,out of stock
3927,Allegro non troppo,6728,28,1201,2023-01-05,5,out of stock
1786,On Deadly Ground,2130,84,3251,2023-01-24,4,available
4660,Insignificance,3820,38,2234,2022-12-28,9,available
5351,"Illustrated Man, The",6359,15,7683,2023-03-23,7,unavailable
1645,"Best Intentions, The (Den goda viljan)",7575,57,6321,2023-03-10,7,in stock
6790,Vampire Hunter D: Bloodlust (Banpaia hantâ D),9496,51,5340,2023-03-15,8,available
3815,588 Rue Paradis (Mother),5209,72,6963,2023-01-09,8,unavailable
9619,Woodstock Diary,4247,41,9825,2023-02-20,5,unavailable
9419,Heroes for Sale,2367,53,0520,2022-11-08,0,unavailable
8788,"Age of Stupid, The",3789,79,1184,2022-12-13,3,available
5339,Undercover Man,8769,95,6398,2023-09-22,5,unavailable
5141,Dollman vs. Demonic Toys,7368,45,8020,2023-04-28,1,out of stock
9055,The Burglar,1989,74,5840,2023-04-05,0,unavailable
1842,Body Parts,2540,70,7373,2023-09-01,2,in stock
4609,Sullivan's Travels,7560,04,8962,2023-09-12,8,available
6313,Back in Business,8342,04,0967,2022-12-13,2,in stock
9778,Just a Sigh,7697,48,0961,2023-02-21,5,out of stock
1311,Dead or Alive: Final,9056,60,4997,2022-12-13,1,out of stock
4319,Shanghaied,3802,64,1084,2023-01-16,0,available
6762,Most Likely to Succeed,5222,70,7840,2023-02-15,8,available
9520,Bonhoeffer: Agent of Grace,4907,53,0509,2023-03-24,7,out of stock
8448,"Rain People, The",3224,62,0467,2023-09-01,5,out of stock
8945,"March of the Penguins (Marche de l'empereur, La)",6210,22,7599,2023-04-06,1,in stock
6105,"Endless Summer 2, The",5473,88,4125,2023-03-04,6,unavailable
6997,Carmen Miranda: Bananas Is My Business,4893,55,1970,2023-01-30,1,out of stock
6957,"Maradona, the Hand of God (Maradona, la mano di Dio)",8298,28,4021,2023-07-13,1,out of stock
4398,Tales of Manhattan,4213,29,9204,2022-10-21,9,available
5430,"Consequences of Love, The (Conseguenze dell'amore, Le)",9379,04,4020,2022-10-27,0,available
8165,Long Hello and Short Goodbye,2947,85,2887,2022-11-02,3,in stock
6884,Camp Rock 2: The Final Jam,4822,02,7928,2022-12-26,2,out of stock
5405,Sun Alley (Sonnenallee),1302,04,1148,2023-06-21,9,out of stock
3269,Welcome to the Punch,0627,79,9178,2023-06-10,1,in stock
1957,Intentions of Murder (a.k.a. Murderous Instincts) (Akai satsui),4570,27,3915,2023-09-20,8,unavailable
9876,Earth,4940,42,8285,2023-04-29,0,unavailable
6313,She's So Lovely,8346,58,6190,2023-04-25,4,out of stock
7867,"Glass House, The",8119,04,5367,2022-11-04,7,unavailable
0641,Godzilla (Gojira),5356,12,4069,2023-02-22,3,in stock
4967,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),7653,62,2030,2022-11-30,9,in stock
7660,"Anarchist Cookbook, The",4368,91,4285,2022-10-23,1,available
0294,Far from Home,6989,18,4599,2023-08-29,1,unavailable
4394,Shadow People,5779,74,8320,2022-12-25,8,unavailable
6073,Touch of Pink,1595,12,0784,2023-08-11,0,unavailable
5057,One Point O,4433,38,7913,2023-04-17,4,in stock
8267,"Young Victoria, The",0210,80,6788,2023-06-02,1,unavailable
1658,Cran d'arrêt,1388,24,8359,2023-06-02,7,unavailable
0631,Bananaz,2256,66,3336,2022-11-01,8,unavailable
0384,Peter Ibbetson,0781,58,4721,2023-02-13,1,unavailable
3948,Sanshiro Sugata (Judo Saga) (Sugata Sanshirô),9109,16,3507,2022-11-01,2,out of stock
8008,"Conspiracy, The",1804,78,6946,2022-10-28,2,in stock
6354,Zombie Island Massacre,5812,04,9115,2023-06-25,4,out of stock
8558,"Breach, The (Rupture, La)",4153,90,7339,2023-03-14,1,unavailable
1287,Limbo,6636,51,8046,2023-05-28,4,out of stock
8273,Black Dragons,3602,00,5001,2023-03-21,2,out of stock
0011,"Sunchaser, The",8421,87,6041,2023-07-05,9,unavailable
6734,Luther,1480,40,6890,2022-10-18,8,unavailable
9612,"Good Morning, Miss Dove",6693,50,9807,2023-08-22,8,out of stock
3548,Zero Motivation (Efes beyahasei enosh),9802,50,2399,2023-02-26,8,in stock
6934,Alaska: Spirit of the Wild,3235,80,2712,2023-01-31,0,out of stock
1918,De nieuwe Wildernis,9547,27,2389,2023-02-07,0,in stock
2266,Would You Rather,2177,55,3468,2022-12-15,4,available
4991,Against the Current,3080,25,9672,2023-05-06,5,in stock
8903,Joanna,3797,87,3522,2023-09-03,5,unavailable
2686,Support Your Local Sheriff!,2698,76,5125,2023-05-16,0,available
7925,"Lady of Chance, A",0048,57,2056,2022-10-31,8,available
2963,Eternally Yours,9725,25,3656,2023-08-10,8,unavailable
7263,Momo,3660,77,2013,2023-04-07,3,unavailable
9985,Everything or Nothing: The Untold Story of 007,6786,37,2607,2023-05-02,0,unavailable
6072,Faces of Death 4,9578,13,7076,2023-04-18,8,unavailable
9383,Three Coins in the Fountain,6997,43,0864,2023-06-03,8,in stock
0991,Cats Don't Dance,4540,11,2902,2023-08-15,7,unavailable
8247,"Moustache, La",5769,11,8229,2022-11-03,1,available
3462,"Snows of Kilimanjaro, The",9025,07,8414,2023-09-09,1,unavailable
8823,My Amityville Horror,4339,00,6115,2023-01-03,5,out of stock
7894,Juice,3387,46,1662,2022-11-10,1,available
5915,"Harder They Come, The",8159,96,0102,2023-01-04,2,out of stock
7299,48 Shades,9237,96,3070,2022-12-22,5,in stock
1731,"Passage to India, A",2584,25,8305,2023-03-16,7,out of stock
8957,Killing Words (Palabras encadenadas),8329,72,4517,2023-09-23,1,in stock
0708,Nobody Knows Anybody (Nadie conoce a nadie),2550,94,8992,2022-12-05,8,in stock
6458,"Frozen Ground, The",8469,53,5282,2023-09-17,8,available
6022,Who's Camus Anyway? (Kamyu nante shiranai),8235,45,3355,2022-12-20,1,available
2247,Forever Young,5400,83,7439,2023-05-26,4,out of stock
6462,"Eclisse, L' (Eclipse)",1879,74,3282,2023-01-04,0,unavailable
0046,Raising Cain,3322,05,4127,2022-10-12,1,out of stock
7908,"Acid House, The",6799,32,5057,2023-06-17,5,out of stock
6964,Broken Arrow,5330,55,8958,2022-10-24,8,out of stock
9029,Killer at Large,6714,80,2471,2022-10-06,6,out of stock
9367,Nowhere,4849,73,9912,2023-09-05,6,out of stock
9957,"Me You Them (Eu, Tu, Eles)",7567,96,0542,2023-04-17,2,out of stock
7247,"Invisible Woman, The",8406,70,6865,2023-06-19,8,unavailable
7918,Blind Fury,1631,25,8422,2023-03-22,1,available
0060,Northern Soul,9978,14,7428,2022-10-30,6,in stock
5149,Three O'Clock High,0564,53,5256,2023-06-23,3,out of stock
5423,"Look of Silence, The",4337,58,9079,2023-07-11,0,available
1623,Cube Zero,6719,44,8061,2023-07-20,4,unavailable
6146,Out for a Kill,8349,71,3547,2023-06-14,2,in stock
2760,"Tillman Story, The",8733,01,0912,2023-01-08,6,unavailable
4995,God's Pocket,5161,06,9796,2023-06-06,1,out of stock
5076,And While We Were Here,4970,08,5018,2023-02-05,2,unavailable
8234,"Woman in the Fifth, The (Femme du Vème, La)",2577,58,7313,2022-11-05,9,unavailable
7027,Please Give,6814,29,5405,2022-10-24,4,out of stock
9549,"Spiderwick Chronicles, The",7820,49,8139,2023-03-02,3,in stock
1278,All About Steve,0018,77,0958,2023-08-23,8,out of stock
1403,Tall in the Saddle,5259,69,3064,2023-07-07,1,out of stock
7434,"Skulls, The",5339,02,7954,2022-11-21,4,out of stock
8574,"Music Lovers, The",1558,68,8784,2022-11-06,7,out of stock
6234,Extreme Ops,6821,76,6444,2023-04-13,5,in stock
9006,Yolki 2,9961,30,6620,2023-04-06,5,unavailable
8862,Johnny Be Good,2299,75,4855,2023-04-02,5,out of stock
0991,Cave of Forgotten Dreams,2589,10,2573,2023-07-10,6,in stock
2972,Bananaz,5631,48,9932,2023-06-15,2,in stock
6774,Cyborg 2: Glass Shadow,8722,82,8808,2023-01-21,4,in stock
8180,Me tulemme taas,3616,97,8634,2023-08-19,7,available
2300,Life Back Then (Antoki no inochi),4058,33,5462,2022-11-15,1,out of stock
2452,"Long Riders, The",5484,60,9720,2023-09-18,1,in stock
9732,Payback,3007,62,4958,2023-01-07,8,in stock
6097,More Wild Wild West,2626,60,4044,2023-09-03,2,available
3180,My Joy (Schastye moe),6176,92,9138,2023-04-05,4,unavailable
6148,Breaking Wind,7041,93,2238,2023-02-07,4,available
7339,Inception,0493,62,4557,2023-09-23,2,available
1960,Attack from Space,0987,26,9807,2023-06-05,4,available
4297,Taming the Fire (Ukroshcheniye ognya),1299,62,3340,2023-08-20,6,available
4470,Tom Sawyer,1120,22,8092,2023-06-21,2,in stock
5853,"Star Witness, The",5254,08,3257,2023-06-03,3,out of stock
7827,"Promise, The (Versprechen, Das)",6611,24,0930,2023-05-29,6,in stock
9843,Sixteen Candles,9837,65,2744,2023-06-23,6,unavailable
7253,Curse of Chucky (Child's Play 6),0719,95,2469,2023-01-23,2,out of stock
6737,"For a Good Time, Call...",9895,41,1291,2023-04-07,2,in stock
9855,The Longest Week,6507,07,9546,2023-04-14,4,unavailable
0476,Mr Reliable,7838,42,1182,2023-01-21,7,out of stock
4251,Tenchi: The Samurai Astronomer,1585,92,0540,2023-07-09,0,available
2342,Neverwas,2045,92,8932,2023-08-31,3,out of stock
8484,Polly of the Circus,0119,83,0856,2023-02-19,4,unavailable
3161,Somebody Up There Likes Me,8367,51,5736,2023-04-30,7,available
5978,When in Rome,7749,95,1094,2022-10-20,5,out of stock
9346,Return with Honor,5253,65,5124,2023-01-21,1,available
6681,Beyond All Boundaries,4242,38,7702,2023-07-18,6,unavailable
8840,Creature from Black Lake ,8981,84,1415,2023-04-14,9,unavailable
5625,Forks Over Knives,9570,91,5572,2022-10-30,5,unavailable
6050,Sgt. Bilko,2240,68,0968,2023-02-23,1,available
7595,Stargate,1733,02,5572,2023-04-25,5,available
3332,Housebound,6441,75,9676,2023-08-16,5,out of stock
4489,"Brady Bunch Movie, The",3832,74,4820,2022-11-12,7,out of stock
5217,Home Movie,8019,95,8656,2022-10-11,2,unavailable
7095,"Big Tease, The",8896,79,2987,2022-11-10,7,in stock
0000,Mei and the Kittenbus,4590,50,1435,2023-08-10,7,unavailable
0054,"Shiver of the Vampires, The (Frisson des vampires, Le)",6419,23,0867,2023-02-15,1,unavailable
3833,Route Irish,8346,77,4531,2023-05-04,2,unavailable
4638,C.S.A.: The Confederate States of America,1544,20,5164,2023-01-02,8,in stock
9299,Mr. & Mrs. Bridge,3809,15,0749,2023-08-15,0,in stock
7129,LOL,5234,51,5276,2023-03-29,0,in stock
8494,"Night, The (Notte, La)",4526,20,1421,2023-04-09,7,out of stock
2859,Identification Marks: None (Rysopis) ,9702,08,1025,2023-07-21,2,unavailable
8945,Time Tracers,5556,97,8061,2023-08-31,5,in stock
5990,Kummeli V,6279,55,6398,2022-12-21,9,available
0601,War Dance,3933,85,4316,2022-10-29,8,unavailable
4900,"Oil, the Baby and the Transylvanians, The (Pruncul, petrolul si Ardelenii)",2192,16,2174,2022-10-05,1,unavailable
4380,"Message from Akira Kurosawa: For Beautiful Movies, A (Kurosawa Akira kara no messêji: Utsukushii eiga o)",2909,12,6013,2022-12-07,0,available
2124,Devil's Doorway,0973,97,7891,2023-04-21,0,available
6662,"Addams Family, The",2344,29,9923,2023-09-26,8,available
6943,I Confess,8363,92,5351,2022-12-15,3,unavailable
1329,Voices from the List,0791,28,0057,2023-02-25,0,unavailable
6377,"Wild Bees, The (Divoké vcely)",0500,80,4577,2023-05-15,6,unavailable
6468,"Parisienne, La (Une parisienne)",6963,40,0064,2023-06-28,1,out of stock
0880,Public Sex,1386,75,5613,2023-06-24,5,out of stock
4627,"Stationmaster Is on Fire - The Movie, That Is!, The (Stinsen brinner... filmen alltså)",2000,85,5421,2023-02-06,7,out of stock
0274,"Strange Case of Dr. Jekyll and Miss Osbourne, The (Dr. Jekyll and His Women) (Docteur Jekyll et les femmes)",5689,63,9399,2023-01-26,4,in stock
1967,Hello Mary Lou: Prom Night II,4716,33,3202,2023-08-02,1,unavailable
9964,Shatter Dead,5472,47,4929,2023-09-16,9,unavailable
2023,Solomon Kane,3833,13,8281,2023-08-30,2,available
7630,Defenseless,1217,37,7368,2023-07-24,5,out of stock
3351,White Sands,8255,73,3404,2022-11-11,9,out of stock
0129,"Ernest Film Festival, The",4089,01,5894,2022-11-21,3,in stock
3829,Boiling Point,7180,58,5798,2023-02-22,6,out of stock
8884,Silentium,8764,72,6679,2023-09-06,6,out of stock
2677,Hide Your Smiling Faces,4631,44,6655,2023-03-23,1,out of stock
5375,MacGruber,2084,89,3343,2023-02-26,4,out of stock
1475,Wheels on Meals (Kuai can che),4284,84,4643,2023-01-05,6,available
1395,"Cave, The",5104,71,9739,2023-05-15,6,out of stock
8606,21 Hours at Munich,8142,06,1960,2023-06-21,3,out of stock
7360,So Dear to My Heart,4746,56,1180,2022-11-27,7,out of stock
6438,Being Cyrus,5340,55,1450,2023-06-30,7,in stock
1755,"Girl From Paris, A (hirondelle a fait le printemps, Une)",0598,32,5803,2023-01-09,2,unavailable
0547,Iceman,0045,59,2694,2023-03-13,9,out of stock
1580,Radio Flyer,3787,03,8418,2023-07-08,2,unavailable
8318,"Affair of the Heart, An",8637,31,8688,2023-09-04,5,out of stock
6247,"Dalton, Les",4505,46,9508,2022-12-28,6,available
0229,History Is Made at Night,8812,52,5534,2022-12-01,0,unavailable
8246,"Dispatch from Reuter's, A",2442,91,1300,2023-06-24,0,out of stock
1598,Reclaim,2108,45,4258,2022-11-24,7,available
2646,Los Marziano,1779,25,7444,2023-01-05,9,available
3938,Surviving Desire,2791,92,8208,2023-08-10,3,available
5950,Tribes,9963,02,3278,2023-05-28,6,in stock
7271,Honeydripper,9400,27,1375,2022-12-16,7,unavailable
3805,If I Were You,1639,57,4042,2023-04-04,0,out of stock
1280,Charm's Incidents (Charms Zwischenfälle),8313,47,2759,2023-01-18,4,unavailable
2466,"Hitman, The",8566,37,2323,2023-09-30,9,in stock
0513,Tomcats,1646,71,4809,2023-05-20,6,available
6942,Samurai (Samourais),4626,77,0049,2023-07-02,6,unavailable
9478,War of the Worlds,5456,08,7635,2023-02-28,7,out of stock
8116,Tap,5334,64,6427,2023-05-17,9,unavailable
4341,"Leo's Room (Cuarto de Leo, El)",0627,39,4211,2023-05-27,1,out of stock
1639,Skenbart: En film om tåg,4658,96,2141,2022-10-31,1,in stock
5484,Gods and Monsters,4319,90,6041,2023-09-27,4,available
8842,Who Killed Bambi? (Qui a tué Bambi?),8534,66,4167,2023-07-15,2,out of stock
2678,The Circle,0374,67,6391,2023-06-28,4,unavailable
4027,Pittsburgh,8723,97,0294,2023-07-26,1,unavailable
4834,Rio Sex Comedy,3889,76,7157,2022-12-01,3,unavailable
2616,"Think Fast, Mr. Moto",2663,91,9869,2022-10-18,6,out of stock
6533,Disclosure,7998,32,6057,2022-10-16,4,unavailable
0039,What About Dick?,5574,40,2816,2023-09-30,0,out of stock
2602,Tarzan,6198,55,9032,2023-01-23,2,in stock
5002,"Red Bear, A (Un oso rojo)",0978,60,3115,2022-11-21,2,unavailable
5346,Fortress,6914,21,6612,2023-08-15,7,out of stock
4815,Hairspray,6307,95,4734,2023-08-26,1,available
9641,"Deeper Shade of Blue, A",0459,37,2726,2022-10-19,4,out of stock
5198,"Velocity of Gary, The",7648,26,7457,2023-01-20,5,available
1927,Small Wonders,3553,39,1182,2022-10-29,8,unavailable
